,carlength,curbweight,boreratio,fuelefficiency,enginesize,price,carwidth,wheelbase,horsepower,symboling_-1,symboling_0,symboling_1,symboling_2,symboling_3,fueltype_gas,aspiration_turbo,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_fwd,drivewheel_rwd,enginelocation_rear,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,cylindernumber_five,cylindernumber_four,cylindernumber_six,cylindernumber_three,cylindernumber_twelve,cylindernumber_two,binned_med-price,binned_high-price
152,158.7,2015,3.05,33.0,92,6488,63.6,95.7,62,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
153,169.7,2280,3.05,33.0,92,6918,63.6,95.7,62,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
154,169.7,2290,3.05,28.0,92,7898,63.6,95.7,62,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
155,169.7,3110,3.05,28.0,92,8778,63.6,95.7,62,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
156,166.3,2081,3.19,32.0,98,6938,64.4,95.7,70,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
157,166.3,2109,3.19,32.0,98,7198,64.4,95.7,70,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
158,166.3,2275,3.27,35.0,110,7898,64.4,95.7,56,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
159,166.3,2275,3.27,41.0,110,7788,64.4,95.7,56,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
160,166.3,2094,3.19,41.0,98,7738,64.4,95.7,70,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
161,166.3,2122,3.19,30.0,98,8358,64.4,95.7,70,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
162,166.3,2140,3.19,30.0,98,9258,64.4,95.7,70,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
163,168.7,2169,3.19,30.0,98,8058,64.0,94.5,70,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
164,168.7,2204,3.19,30.0,98,8238,64.0,94.5,70,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
165,168.7,2265,3.24,27.0,98,9298,64.0,94.5,112,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
166,168.7,2300,3.24,27.0,98,9538,64.0,94.5,112,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,176.2,2540,3.62,26.0,146,8449,65.6,98.4,116,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
168,176.2,2536,3.62,26.0,146,9639,65.6,98.4,116,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
169,176.2,2551,3.62,26.0,146,9989,65.6,98.4,116,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
170,176.2,2679,3.62,26.0,146,11199,65.6,98.4,116,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
171,176.2,2714,3.62,26.0,146,11549,65.6,98.4,116,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
172,176.2,2975,3.62,26.0,146,17669,65.6,98.4,116,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
173,175.6,2326,3.31,30.0,122,8948,66.5,102.4,92,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
174,175.6,2480,3.27,31.0,110,10698,66.5,102.4,73,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
175,175.6,2414,3.31,28.0,122,9988,66.5,102.4,92,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
176,175.6,2414,3.31,28.0,122,10898,66.5,102.4,92,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
177,175.6,2458,3.31,28.0,122,11248,66.5,102.4,92,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
178,183.5,2976,3.27,21.0,171,16558,67.7,102.9,161,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
179,183.5,3016,3.27,20.0,171,15998,67.7,102.9,161,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
180,187.8,3131,3.27,21.0,171,15690,66.5,104.5,156,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
181,187.8,3151,3.27,20.0,161,15750,66.5,104.5,156,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
182,171.7,2261,3.01,40.0,97,7775,65.5,97.3,52,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
183,171.7,2209,3.19,29.0,109,7975,65.5,97.3,85,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
184,171.7,2264,3.01,40.0,97,7995,65.5,97.3,52,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
185,171.7,2212,3.19,29.0,109,8195,65.5,97.3,85,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
186,171.7,2275,3.19,29.0,109,8495,65.5,97.3,85,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
187,171.7,2319,3.01,38.0,97,9495,65.5,97.3,68,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
188,171.7,2300,3.19,28.0,109,9995,65.5,97.3,100,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
189,159.3,2254,3.19,25.0,109,11595,64.2,94.5,90,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
190,165.7,2221,3.19,25.0,109,9980,64.0,94.5,90,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
191,180.2,2661,3.19,20.0,136,13295,66.9,100.4,110,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
192,180.2,2579,3.01,34.0,97,13845,66.9,100.4,68,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
193,183.1,2563,3.19,27.0,109,12290,66.9,100.4,88,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
194,188.8,2912,3.78,24.0,141,12940,67.2,104.3,114,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
195,188.8,3034,3.78,24.0,141,13415,67.2,104.3,114,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
196,188.8,2935,3.78,25.0,141,15985,67.2,104.3,114,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
197,188.8,3042,3.78,25.0,141,16515,67.2,104.3,114,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
198,188.8,3045,3.62,18.0,130,18420,67.2,104.3,162,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
199,188.8,3157,3.62,18.0,130,18950,67.2,104.3,162,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
200,188.8,2952,3.78,24.0,141,16845,68.9,109.1,114,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
201,188.8,3049,3.78,21.0,141,19045,68.8,109.1,160,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
202,188.8,3012,3.58,20.0,173,21485,68.9,109.1,134,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
203,188.8,3217,3.01,26.0,145,22470,68.9,109.1,106,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
204,188.8,3062,3.78,21.0,141,22625,68.9,109.1,114,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
